home_team,away_team,home1,home2,home3,home4,home5,home6,home7,home8,home9,home10,home11,away1,away2,away3,away4,away5,away6,away7,away8,away9,away10,away11,home_score,away_score,season
afc-bournemouth,norwich-city,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Dan Gosling,Andrew Surman,Marc Pugh,Harry Arter,Junior Stanislas,Benik Afobe,Declan Rudd,Russell Martin,SÃ©bastien Bassong,Robbie Brady,Ryan Bennett,Jonny Howson,Wes Hoolahan,Matthew Jarvis,Alexander Tettey,Vadis Odjidja-Ofoe,Dieumerci Mbokani,3.0,0.0,2016
afc-bournemouth,southampton-fc,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Matt Ritchie,Max Gradel,Joshua King,Benik Afobe,Fraser Forster, CÃ©dric Soares,Maya Yoshida, JosÃ© Fonte,Virgil van Dijk,Ryan Bertrand, Oriol Romeu,James Ward-Prowse,Shane Long,Sadio ManÃ©,Charlie Austin,2.0,0.0,2016
afc-bournemouth,stoke-city,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Dan Gosling,Andrew Surman,Marc Pugh,Harry Arter,Junior Stanislas,Benik Afobe,Jack Butland,Erik Pieters, Muniesa,Glen Johnson,Philipp Wollscheid,Glenn Whelan,Ibrahim Afellay,Giannelli Imbula,Xherdan Shaqiri,Mame Diouf,Jon Walters,1.0,3.0,2016
afc-bournemouth,sunderland-afc,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Sylvain Distin,Dan Gosling,Andrew Surman,Marc Pugh,Matt Ritchie,Callum Wilson,Lee Tomlin,Costel Pantilimon,Billy Jones,Patrick van Aanholt,YounÃ¨s Kaboul,SebastiÃ¡n Coates, Jordi GÃ³mez,Ola Toivonen,Yann M'Vila,Fabio Borini,Jeremain Lens,Jermain Defoe,2.0,0.0,2016
afc-bournemouth,swansea-city,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Dan Gosling,Andrew Surman,Matt Ritchie,Max Gradel,Joshua King,Benik Afobe,Åukasz FabiaÅski,Neil Taylor,Ashley Williams, Ãngel Rangel,Federico FernÃ¡ndez,Leroy Fer,Gylfi SigurÃ°sson,Jack Cork,Alberto Paloschi,Wayne Routledge,Modou Barrow,3.0,2.0,2016
afc-bournemouth,tottenham-hotspur,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Sylvain Distin,Dan Gosling,Andrew Surman,Marc Pugh,Matt Ritchie,Joshua King,Glenn Murray,Hugo Lloris,Kyle Walker,Danny Rose,Toby Alderweireld,Jan Vertonghen,Eric Dier,Mousa DembÃ©lÃ©,Dele Alli,Christian Eriksen,Harry Kane,Ãrik Lamela,1.0,5.0,2016
afc-bournemouth,watford-fc,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Sylvain Distin,Dan Gosling,Andrew Surman,Marc Pugh,Matt Ritchie,Joshua King,Glenn Murray, Gomes,Allan Nyom,Sebastian PrÃ¶dl,Craig Cathcart,Nathan AkÃ©,Ikechi Anya,Almen Abdi,Ben Watson,Ãtienne Capoue,Troy Deeney,Odion Ighalo,1.0,1.0,2016
afc-bournemouth,west-bromwich-albion,Artur Boruc,Simon Francis,Steve Cook,Tommy Elphick,Charlie Daniels,Andrew Surman,Harry Arter,Junior Stanislas,Max Gradel,Benik Afobe,Lewis Grabban,Ben Foster,Jonas Olsson,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,Craig Gardner,Darren Fletcher,James McClean,SalomÃ³n RondÃ³n,Jonathan Leko,1.0,1.0,2016
afc-bournemouth,west-ham-united,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Dan Gosling,Andrew Surman,Harry Arter,Junior Stanislas,Matt Ritchie,Benik Afobe, AdriÃ¡n,Aaron Cresswell,James Tomkins,James Collins,Angelo Ogbonna, Pedro Obiang,Mark Noble,Dimitri Payet,Michail Antonio,Andy Carroll,Enner Valencia,1.0,3.0,2016
arsenal-fc,afc-bournemouth,Petr Äech,Kieran Gibbs,Per Mertesacker, Gabriel Paulista,Calum Chambers, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey,Olivier Giroud,Theo Walcott,Alex Oxlade-Chamberlain,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Dan Gosling,Andrew Surman,Marc Pugh,Harry Arter,Matt Ritchie,Joshua King,2.0,0.0,2016
arsenal-fc,aston-villa,Petr Äech, Gabriel Paulista,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Jack Wilshere,Mesut Ãzil, Santi Cazorla,Francis Coquelin,Olivier Giroud,Alexis SÃ¡nchez,Mark Bunn,Leandro Bacuna,Joleon Lescott,Aly Cissokho,Kevin Toner,Idrissa Gueye,Scott Sinclair,Ashley Westwood,Carlos SÃ¡nchez,Jordan Lyden,Jordan Ayew,4.0,0.0,2016
arsenal-fc,chelsea-fc,Petr Äech,Per Mertesacker,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey,Mathieu Flamini,Olivier Giroud,Theo Walcott,Joel Campbell,Thibaut Courtois,Branislav IvanoviÄ,Kurt Zouma,John Terry, Azpilicueta, Cesc FÃ bregas, Oscar,John Mikel,Nemanja MatiÄ, Willian, Diego Costa,0.0,1.0,2016
arsenal-fc,crystal-palace,Petr Äech, Gabriel Paulista,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Francis Coquelin,Mohamed El Neny,Alexis SÃ¡nchez,Danny Welbeck,Alex Iwobi,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,Yannick Bolasie,Mile Jedinak,Joe Ledley,Jason Puncheon,Connor Wickham,1.0,1.0,2016
arsenal-fc,everton-fc,Petr Äech, Gabriel Paulista,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil, Santi Cazorla,Francis Coquelin,Olivier Giroud,Alex Oxlade-Chamberlain,Alexis SÃ¡nchez,Tim Howard,John Stones,Phil Jagielka,SÃ©amus Coleman,Brendan Galloway,Aaron Lennon,James McCarthy,Gareth Barry,Ross Barkley,Romelu Lukaku, Gerard Deulofeu,2.0,1.0,2016
arsenal-fc,leicester-city,Petr Äech,Per Mertesacker,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey,Francis Coquelin,Olivier Giroud,Alex Oxlade-Chamberlain,Alexis SÃ¡nchez,Kasper Schmeichel,Wes Morgan,Robert Huth,Danny Simpson,Christian Fuchs,Danny Drinkwater,Marc Albrighton,N'Golo KantÃ©,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,2.0,1.0,2016
arsenal-fc,liverpool-fc,Petr Äech, Gabriel Paulista, Nacho Monreal,Calum Chambers, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey, Santi Cazorla,Francis Coquelin,Olivier Giroud,Alexis SÃ¡nchez,Simon Mignolet,Nathaniel Clyne,Dejan Lovren,Joe Gomez,Martin Å krtel,James Milner, Coutinho, Lucas Leiva,Emre Can,Christian Benteke, Roberto Firmino,0.0,0.0,2016
arsenal-fc,manchester-city,Petr Äech,Per Mertesacker,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey,Mathieu Flamini,Olivier Giroud,Theo Walcott,Joel Campbell,Joe Hart,Bacary Sagna,Aleksandar Kolarov,Eliaquim Mangala,NicolÃ¡s Otamendi,Kevin De Bruyne,Fabian Delph, David Silva, Fernandinho,Yaya TourÃ©,Kun AgÃ¼ero,2.0,1.0,2016
arsenal-fc,manchester-united,Petr Äech,Per Mertesacker, Gabriel Paulista, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey, Santi Cazorla,Francis Coquelin,Theo Walcott,Alexis SÃ¡nchez, De Gea,Chris Smalling,Daley Blind,Matteo Darmian, Mata,Michael Carrick,Ashley Young,Bastian Schweinsteiger,Memphis Depay,Anthony Martial,Wayne Rooney,3.0,0.0,2016
arsenal-fc,newcastle-united,Petr Äech,Per Mertesacker,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey,Mathieu Flamini,Olivier Giroud,Theo Walcott,Alex Oxlade-Chamberlain,Rob Elliot,Fabricio Coloccini,Paul Dummett,Chancel Mbemba,Daryl Janmaat,Jack Colback,Georginio Wijnaldum,Moussa Sissoko, Ayoze PÃ©rez,Cheick TiotÃ©,Aleksandar MitroviÄ,1.0,0.0,2016
arsenal-fc,norwich-city,Petr Äech,Per Mertesacker,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey,Mohamed El Neny,Olivier Giroud,Alexis SÃ¡nchez,Alex Iwobi,John Ruddy,Russell Martin,SÃ©bastien Bassong,Robbie Brady,Martin Olsson, Ivo Pinto,Jonny Howson,Wes Hoolahan,Nathan Redmond,Gary O'Neil,Cameron Jerome,1.0,0.0,2016
arsenal-fc,southampton-fc,Petr Äech, Gabriel Paulista,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey,Mathieu Flamini,Olivier Giroud,Alexis SÃ¡nchez,Joel Campbell,Fraser Forster, CÃ©dric Soares, JosÃ© Fonte,Virgil van Dijk,Ryan Bertrand,Victor Wanyama, Oriol Romeu,James Ward-Prowse,Shane Long,Sadio ManÃ©,DuÅ¡an TadiÄ,0.0,0.0,2016
arsenal-fc,stoke-city,Petr Äech, Gabriel Paulista,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey, Santi Cazorla,Francis Coquelin,Theo Walcott,Alexis SÃ¡nchez,Jack Butland,Phil Bardsley,Erik Pieters, Muniesa,Geoff Cameron,Glenn Whelan,Marco van Ginkel,Xherdan Shaqiri,Marko ArnautoviÄ, Joselu,Mame Diouf,2.0,0.0,2016
arsenal-fc,sunderland-afc,Petr Äech,Per Mertesacker,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey,Mathieu Flamini,Olivier Giroud,Alex Oxlade-Chamberlain,Joel Campbell,Costel Pantilimon,Patrick van Aanholt,YounÃ¨s Kaboul,John O'Shea,SebastiÃ¡n Coates,DeAndre Yedlin,Ola Toivonen,Yann M'Vila,Fabio Borini,Steven Fletcher,Duncan Watmore,3.0,1.0,2016
arsenal-fc,swansea-city,Petr Äech,Per Mertesacker, Gabriel Paulista, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey,Francis Coquelin,Olivier Giroud,Alexis SÃ¡nchez,Joel Campbell,Åukasz FabiaÅski, Jordi Amat,Ashley Williams,Kyle Naughton,Stephen Kingsley,Sung-yueng Ki,Leroy Fer,Jack Cork,AndrÃ© Ayew,Wayne Routledge,BafÃ©timbi Gomis,1.0,2.0,2016
arsenal-fc,tottenham-hotspur,Petr Äech,Mathieu Debuchy,Per Mertesacker,Laurent Koscielny, Nacho Monreal,Mesut Ãzil, Santi Cazorla,Francis Coquelin,Olivier Giroud,Alexis SÃ¡nchez,Joel Campbell,Hugo Lloris,Kyle Walker,Danny Rose,Toby Alderweireld,Jan Vertonghen,Eric Dier,Mousa DembÃ©lÃ©,Dele Alli,Christian Eriksen,Harry Kane,Ãrik Lamela,1.0,1.0,2016
arsenal-fc,watford-fc,David Ospina, Gabriel Paulista,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Francis Coquelin,Mohamed El Neny,Alexis SÃ¡nchez,Danny Welbeck,Alex Iwobi, Gomes,Allan Nyom,Sebastian PrÃ¶dl,Craig Cathcart,Nathan AkÃ©, Mario SuÃ¡rez,Almen Abdi,Ben Watson,Ãtienne Capoue,Troy Deeney,Odion Ighalo,4.0,0.0,2016
arsenal-fc,west-bromwich-albion,Petr Äech,Per Mertesacker,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey,Mohamed El Neny,Olivier Giroud,Alexis SÃ¡nchez,Alex Iwobi,Ben Foster,James Chester,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,Darren Fletcher,StÃ©phane SessÃ¨gnon, Sandro,James McClean,Saido Berahino,2.0,0.0,2016
arsenal-fc,west-ham-united,Petr Äech,Mathieu Debuchy,Per Mertesacker,Laurent Koscielny, Nacho Monreal,Mesut Ãzil,Aaron Ramsey, Santi Cazorla,Francis Coquelin,Olivier Giroud,Alex Oxlade-Chamberlain, AdriÃ¡n,Winston Reid,Aaron Cresswell,James Tomkins,Angelo Ogbonna,Reece Oxford,Cheikhou KouyatÃ©,Mark Noble,Dimitri Payet,Mauro ZÃ¡rate,Diafra Sakho,0.0,2.0,2016
aston-villa,afc-bournemouth,Brad Guzan,Ciaran Clark,Leandro Bacuna,Joleon Lescott,Aly Cissokho,Idrissa Gueye,Scott Sinclair,Ashley Westwood,Kieran Richardson,Jordan Lyden,Jordan Ayew,Artur Boruc,Simon Francis,Steve Cook,Tommy Elphick,Charlie Daniels,Dan Gosling,Andrew Surman,Matt Ritchie,Max Gradel,Joshua King,Lewis Grabban,1.0,2.0,2016
aston-villa,arsenal-fc,Brad Guzan,Jores Okore,Leandro Bacuna,Joleon Lescott,Alan Hutton,Idrissa Gueye,Scott Sinclair,Jordan Veretout,Carlos SÃ¡nchez,Jordan Ayew,Rudy Gestede,Petr Äech,Per Mertesacker,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey,Mathieu Flamini,Olivier Giroud,Theo Walcott,Joel Campbell,0.0,2.0,2016
aston-villa,chelsea-fc,Brad Guzan,Micah Richards,Joleon Lescott,Alan Hutton,Aly Cissokho,Idrissa Gueye,Ashley Westwood,Carlos SÃ¡nchez,Jordan Ayew, Carles Gil,Rudy Gestede,Thibaut Courtois,Branislav IvanoviÄ,Abdul Rahman Baba,Matt Miazga, Azpilicueta, Cesc FÃ bregas,John Mikel,Ruben Loftus-Cheek, Kenedy, Pedro,LoÃ¯c RÃ©my,0.0,4.0,2016
aston-villa,crystal-palace,Mark Bunn,Jores Okore,Leandro Bacuna,Joleon Lescott,Aly Cissokho,Idrissa Gueye,Ashley Westwood,Jordan Veretout,Jordan Ayew, Carles Gil,Libor KozÃ¡k,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,James McArthur,Bakary Sako,Joe Ledley,Jason Puncheon,Wilfried Zaha,1.0,0.0,2016
aston-villa,everton-fc,Brad Guzan,Micah Richards,Ciaran Clark,Leandro Bacuna,Joleon Lescott,Alan Hutton,Aly Cissokho,Idrissa Gueye,Ashley Westwood,Gabriel Agbonlahor,Jordan Ayew, Joel,Phil Jagielka,Bryan Oviedo,SÃ©amus Coleman,Ramiro Funes Mori,Aaron Lennon,James McCarthy,Gareth Barry,Ross Barkley,Romelu Lukaku,Kevin Mirallas,1.0,3.0,2016
aston-villa,leicester-city,Mark Bunn,Jores Okore,Leandro Bacuna,Joleon Lescott,Aly Cissokho,Idrissa Gueye,Ashley Westwood,Jordan Veretout,Jordan Ayew, Carles Gil,Libor KozÃ¡k,Kasper Schmeichel,Wes Morgan,Robert Huth,Danny Simpson,Christian Fuchs,Danny Drinkwater,Marc Albrighton,N'Golo KantÃ©,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,1.0,1.0,2016
aston-villa,liverpool-fc,Mark Bunn,Micah Richards,Jores Okore,Leandro Bacuna,Joleon Lescott,Aly Cissokho,Idrissa Gueye,Ashley Westwood,Jordan Veretout,Gabriel Agbonlahor, Carles Gil,Simon Mignolet,Nathaniel Clyne,Kolo TourÃ©,Mamadou Sakho, Alberto Moreno,James Milner, Coutinho,Jordan Henderson,Emre Can, Roberto Firmino,Daniel Sturridge,0.0,6.0,2016
aston-villa,manchester-city,Brad Guzan,Micah Richards,Ciaran Clark,Alan Hutton,Jordan Amavi,Idrissa Gueye,Scott Sinclair,Jordan Veretout,Carlos SÃ¡nchez,Jordan Ayew, Carles Gil,Joe Hart,Bacary Sagna,Vincent Kompany,Aleksandar Kolarov,NicolÃ¡s Otamendi, Fernando,Kevin De Bruyne, Fernandinho,Yaya TourÃ©,Raheem Sterling,Wilfried Bony,0.0,0.0,2016
aston-villa,manchester-united,Brad Guzan,Micah Richards,Ciaran Clark,Leandro Bacuna,Jordan Amavi,Idrissa Gueye,Scott Sinclair,Ashley Westwood,Jordan Veretout,Gabriel Agbonlahor,Jordan Ayew,Sergio Romero,Chris Smalling,Daley Blind,Luke Shaw,Matteo Darmian, Mata,Adnan Januzaj,Michael Carrick,Morgan Schneiderlin,Memphis Depay,Wayne Rooney,0.0,1.0,2016
aston-villa,newcastle-united,Mark Bunn,Ciaran Clark,Leandro Bacuna,Joleon Lescott,Alan Hutton,Kevin Toner,Idrissa Gueye,Scott Sinclair,Ashley Westwood,Carlos SÃ¡nchez,Jordan Ayew,Karl Darlow,Paul Dummett,Jamaal Lascelles,Chancel Mbemba,Jack Colback,Georginio Wijnaldum,Moussa Sissoko,Vurnon Anita,Cheick TiotÃ©,Andros Townsend,Papiss Demba CissÃ©,0.0,0.0,2016
aston-villa,norwich-city,Mark Bunn,Micah Richards,Jores Okore,Leandro Bacuna,Joleon Lescott,Aly Cissokho,Idrissa Gueye,Ashley Westwood,Jordan Veretout,Gabriel Agbonlahor, Carles Gil,Declan Rudd,Russell Martin,SÃ©bastien Bassong,Robbie Brady,Timm Klose,Jonny Howson,Wes Hoolahan,Youssuf Mulumbu,Gary O'Neil,Steven Naismith,Dieumerci Mbokani,2.0,0.0,2016
aston-villa,southampton-fc,Brad Guzan,Micah Richards,Leandro Bacuna,Joleon Lescott,Alan Hutton,Aly Cissokho,Idrissa Gueye,Scott Sinclair,Ashley Westwood,Carlos SÃ¡nchez,Jordan Ayew,Fraser Forster, CÃ©dric Soares, JosÃ© Fonte,Virgil van Dijk,Ryan Bertrand,Steven Davis,Victor Wanyama, Oriol Romeu,Shane Long,Jay Rodriguez,DuÅ¡an TadiÄ,2.0,4.0,2016
aston-villa,stoke-city,Brad Guzan,Micah Richards,Joleon Lescott,Alan Hutton,Jordan Amavi, Ãngel Crespo,Idrissa Gueye,Scott Sinclair,Ashley Westwood,Jordan Veretout,Rudy Gestede,Jack Butland,Erik Pieters,Glen Johnson,Geoff Cameron,Philipp Wollscheid,Glenn Whelan,Charlie Adam,Marko ArnautoviÄ,Mame Diouf,Jon Walters, Bojan,0.0,1.0,2016
aston-villa,sunderland-afc,Brad Guzan,Micah Richards,Ciaran Clark,Leandro Bacuna,Alan Hutton,Jordan Amavi,Idrissa Gueye,Scott Sinclair,Ashley Westwood,Carlos SÃ¡nchez,Rudy Gestede,Costel Pantilimon,Billy Jones,Patrick van Aanholt,YounÃ¨s Kaboul,John O'Shea,Lee Cattermole,Jack Rodwell,Yann M'Vila,Jeremain Lens,Jermain Defoe,Danny Graham,2.0,2.0,2016
aston-villa,swansea-city,Brad Guzan,Micah Richards,Leandro Bacuna,Joleon Lescott,Alan Hutton,Idrissa Gueye,Kieran Richardson,Jack Grealish,Gabriel Agbonlahor,Jordan Ayew,Rudy Gestede,Åukasz FabiaÅski,Neil Taylor,Ashley Williams,Kyle Naughton,Federico FernÃ¡ndez,Sung-yueng Ki,Jonjo Shelvey,Jefferson Montero,Gylfi SigurÃ°sson,AndrÃ© Ayew,BafÃ©timbi Gomis,1.0,2.0,2016
aston-villa,tottenham-hotspur,Brad Guzan,Jores Okore,Joleon Lescott,Alan Hutton,Aly Cissokho,Idrissa Gueye,Ashley Westwood,Jordan Veretout,Jordan Ayew, Carles Gil,Rudy Gestede,Hugo Lloris,Kyle Walker,Danny Rose,Toby Alderweireld,Kevin Wimmer,Eric Dier,Mousa DembÃ©lÃ©,Dele Alli,Christian Eriksen,Harry Kane,Ãrik Lamela,0.0,2.0,2016
aston-villa,watford-fc,Brad Guzan,Micah Richards,Ciaran Clark,Alan Hutton,Idrissa Gueye,Scott Sinclair,Jordan Veretout,Kieran Richardson,Carlos SÃ¡nchez,Jordan Ayew, Carles Gil, Gomes,Allan Nyom,Miguel Britos,Juan Paredes,Craig Cathcart,Nathan AkÃ©,Almen Abdi,Ben Watson,Ãtienne Capoue,Troy Deeney,Odion Ighalo,2.0,3.0,2016
aston-villa,west-bromwich-albion,Brad Guzan,Micah Richards,Joleon Lescott,Alan Hutton,Jordan Amavi,Scott Sinclair,Ashley Westwood,Carlos SÃ¡nchez,Jack Grealish,Gabriel Agbonlahor, Carles Gil,Boaz Myhill,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,James Morrison,Chris Brunt,Darren Fletcher,James McClean,Saido Berahino,SalomÃ³n RondÃ³n,0.0,1.0,2016
aston-villa,west-ham-united,Brad Guzan,Jores Okore,Leandro Bacuna,Joleon Lescott,Alan Hutton,Idrissa Gueye,Ashley Westwood,Jordan Veretout,Carlos SÃ¡nchez,Jordan Ayew,Rudy Gestede, AdriÃ¡n,Aaron Cresswell,James Tomkins,James Collins,Angelo Ogbonna,Cheikhou KouyatÃ©, Pedro Obiang,Mark Noble,Michail Antonio,Mauro ZÃ¡rate,Enner Valencia,1.0,1.0,2016
chelsea-fc,afc-bournemouth,Thibaut Courtois,Branislav IvanoviÄ,Kurt Zouma,Abdul Rahman Baba,Gary Cahill, Cesc FÃ bregas, Oscar,Nemanja MatiÄ, Willian,Eden Hazard, Pedro,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Dan Gosling,Andrew Surman,Harry Arter,Junior Stanislas,Matt Ritchie,Joshua King,0.0,1.0,2016
chelsea-fc,arsenal-fc,Asmir BegoviÄ,Branislav IvanoviÄ,Kurt Zouma,Gary Cahill, Azpilicueta, Cesc FÃ bregas, Oscar,Nemanja MatiÄ,Eden Hazard, Pedro, Diego Costa,Petr Äech, Gabriel Paulista,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey, Santi Cazorla,Francis Coquelin,Theo Walcott,Alexis SÃ¡nchez,2.0,0.0,2016
chelsea-fc,aston-villa,Asmir BegoviÄ,Kurt Zouma,Abdul Rahman Baba,John Terry, Azpilicueta, Cesc FÃ bregas, Ramires, Willian,Ruben Loftus-Cheek, Pedro, Diego Costa,Brad Guzan,Micah Richards,Joleon Lescott,Alan Hutton,Idrissa Gueye,Ashley Westwood,Kieran Richardson,Jack Grealish,Jordan Ayew, Carles Gil,Rudy Gestede,2.0,0.0,2016
chelsea-fc,crystal-palace,Thibaut Courtois,Branislav IvanoviÄ,Kurt Zouma,Gary Cahill, Azpilicueta, Cesc FÃ bregas,Nemanja MatiÄ, Willian,Eden Hazard, Pedro, Diego Costa,Alex McCarthy,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,James McArthur,Bakary Sako,Jason Puncheon,Wilfried Zaha,Connor Wickham,1.0,2.0,2016
